"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003713","GO:0003713","transcription coactivator activity","61/2311","265/28407",7.22610488421769e-14,7.55456419713667e-12,4.66066477699782e-12,"Bud31/Smarcd3/Sra1/Med21/Tada1/Hmgb1/Maml3/Sub1/Yaf2/Taf9/Taf12/Snw1/Ccdc124/Npm1/Med6/Naca/Med4/Hyal2/Taf11/Wwc1/Cops5/Tsg101/Trrap/Kmt2c/Hcfc1/Dcc/Arid5b/Kat6a/Med12l/Dhx9/Mysm1/Mta3/Kmt2e/Kmt2d/Crebbp/Ep300/Ncoa1/Usp22/Med13/Ppargc1b/Wwox/Nrip1/Hipk2/Jmy/Med12/Med1/Dyrk1b/Ube3a/Myt1l/Fus/Asxl1/Kat6b/Bcl9/Trerf1/Ncoa2/Calcoco1/Arrb1/Ncoa6/Jade1/Ddx17/Elk1",61
"GO:0005216","GO:0005216","monoatomic ion channel activity","83/2311","437/28407",2.68681230119859e-13,2.57486178864865e-11,1.58851885176127e-11,"Kcnip2/Anxa2/Cacnb3/Trpc3/Kcnj14/Kcnj10/Vdac3/Tmco1/Vdac2/Kcnk1/Cacna2d1/Ryr2/Kcnq3/Cacna1e/Kcnk9/Lrrc8b/Lrrc8c/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Slc24a2/Gabrb1/Grin1/Kcnb2/Unc80/Cacna1c/Scn8a/Itpr1/Kcna3/Kcnj6/Cacnb2/Kcna2/Pkd1/Gria1/Clcn5/Ryr3/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Slc24a4/Gabrb2/Trpc5/Kcnj3/Pex5l/Scn3a/Grm7/Itpr2/Kcnd2/Trpm2/Trpc1/Gria4/Kcnn2/Grid1/Abcc8/Kcnc2/Scn7a/Kcng3/Gabra2/Kcnq2/Tmem63c/Trpm7/Clcn6/Ano8/Scnn1a/Grik1/Grin3a/Gabrg3/Grin2d/Gria3/Abcc9/Gabrb3/Tmem63b/Trpm3/Kcnc1/Lrrc8a/Grid2/Hvcn1/Chrna7",83
"GO:0008017","GO:0008017","microtubule binding","60/2311","269/28407",4.97564750446027e-13,4.4015343308687e-11,2.71545458947872e-11,"Cript/Polb/Ssna1/Fnta/Vapa/Rps3/Snca/Spef1/Cetn3/Gabarap/Kif1a/Kif1b/Macf1/Dst/Clasp1/Map1b/Cep350/Apc/Appbp2/Kif3c/Map6/Nav3/Eml6/Opa1/Clasp2/Fgf13/Map1a/Tiam1/Dnm3/Jakmip3/Ccdc88c/Dcx/Sgip1/Apc2/Clip1/Jmy/Nf1/Hook3/Dclk2/Dnm2/Tubgcp6/Hook1/Hdac6/Akap1/Fmn1/Dnm1/Kif21a/Kif26b/Ccser2/Cep295/Camsap2/Fmn2/Alms1/Dync1i1/Numa1/Camsap1/Dnm1l/Ckap5/Tubgcp3/Mark4",60
"GO:0016922","GO:0016922","nuclear receptor binding","43/2311","156/28407",5.54230476513964e-13,4.55260748565042e-11,2.80865670052941e-11,"Bud31/Smarcd3/Sra1/Cry1/Hr/Fkbp4/Snw1/C1d/Gtf2b/Smarce1/Med4/Rnf4/Pcna/Taf11/Strn/Bcas3/Ncor1/Grm1/Nsd1/Cnot1/Taf1/Ep300/Ncoa1/Med13/Pik3r1/Ppargc1b/Ddx5/Nrip1/Ets2/Prox1/Ar/Med12/Med1/Fus/Asxl1/Arid1a/Trip12/Trerf1/Lcor/Ncoa2/Arrb1/Zfp366/Ncoa6",43
"GO:0005543","GO:0005543","phospholipid binding","89/2311","492/28407",6.63320224117251e-13,5.08545505156559e-11,3.13738828810546e-11,"Sdcbp/Snx6/Hmgb1/Pla2g5/Stoml2/Wdr45b/Snx25/Snx2/Anxa2/Chmp3/Pfn2/Psd/Arfip2/Arfip1/Pigu/Cpne2/Npm1/Snca/Snx3/Vdac2/Rnf34/Fzd7/Commd1/Syt4/Snx5/Pitpna/Gabarap/Bin1/Pla2g7/Lpar1/Thbs1/Arhgap32/Pclo/Frmpd4/Map1b/Bcas3/Vps13b/Syt1/Acap2/Snap91/Syt11/Itpr1/Wdfy3/Zfyve26/Cadps/Sptbn1/Rapgef2/Opa1/Atg2b/Rapgef6/Arhgap26/Tiam1/Flii/Apba1/Plekha5/Plcb1/Scarb2/Nisch/Amer2/Itpr2/Iqgap1/Dennd1a/Syt7/Gbf1/Nf1/Deptor/Zcchc2/Hip1/Faah/Sestd1/Bscl2/Sytl5/Slc9a1/Cpne4/Sbf2/Syt10/Anxa7/Tecpr1/Rasgrp1/C2cd5/C2cd2l/Ap2a2/Gramd1b/Arap2/Tom1/Amer1/Numa1/Snx19/Esyt2",89
"GO:0022839","GO:0022839","monoatomic ion gated channel activity","66/2311","315/28407",7.56000740802241e-13,5.30228987698827e-11,3.27116098589483e-11,"Kcnip2/Cacnb3/Trpc3/Kcnj14/Kcnj10/Vdac3/Vdac2/Kcnk1/Cacna2d1/Ryr2/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Gabrb1/Grin1/Kcnb2/Cacna1c/Scn8a/Itpr1/Kcna3/Kcnj6/Cacnb2/Kcna2/Gria1/Clcn5/Ryr3/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Gabrb2/Kcnj3/Pex5l/Scn3a/Grm7/Itpr2/Kcnd2/Trpm2/Gria4/Kcnn2/Grid1/Kcnc2/Kcng3/Gabra2/Kcnq2/Tmem63c/Clcn6/Scnn1a/Grik1/Grin3a/Gabrg3/Grin2d/Gria3/Gabrb3/Tmem63b/Kcnc1/Grid2/Hvcn1/Chrna7",66
"GO:0140993","GO:0140993","histone modifying activity","49/2311","196/28407",7.83816764424354e-13,5.30228987698827e-11,3.27116098589483e-11,"Hdac2/Sirt3/Hr/Ube2a/Naa50/Taf9/Mettl23/Prmt1/Gtf2b/Hat1/Suds3/Mcm3ap/Kmt2c/Huwe1/Ash1l/Kat6a/Nsd1/Mysm1/Ubr2/Taf1/Kmt2d/Crebbp/Ep300/Ncoa1/Usp22/Brpf3/Hdac9/Setd5/Kdm3b/Usp49/Setd2/Prkaa2/Pcgf5/Jmjd1c/Setd1b/Kdm4a/Hdac6/Kmt2a/Kat6b/Smyd3/Ezh1/Jade1/Mecom/Jarid2/Phf8/Baz1b/Pcgf3/Eya3/Slk",49
"GO:0022836","GO:0022836","gated channel activity","66/2311","320/28407",1.6103076663402e-12,1.02880767571735e-10,6.34706062639354e-11,"Kcnip2/Cacnb3/Trpc3/Kcnj14/Kcnj10/Vdac3/Vdac2/Kcnk1/Cacna2d1/Ryr2/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Gabrb1/Grin1/Kcnb2/Cacna1c/Scn8a/Itpr1/Kcna3/Kcnj6/Cacnb2/Kcna2/Gria1/Clcn5/Ryr3/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Gabrb2/Kcnj3/Pex5l/Scn3a/Grm7/Itpr2/Kcnd2/Trpm2/Gria4/Kcnn2/Grid1/Kcnc2/Kcng3/Gabra2/Kcnq2/Tmem63c/Clcn6/Scnn1a/Grik1/Grin3a/Gabrg3/Grin2d/Gria3/Gabrb3/Tmem63b/Kcnc1/Grid2/Hvcn1/Chrna7",66
"GO:0050839","GO:0050839","cell adhesion molecule binding","64/2311","306/28407",1.8227928007416e-12,1.10326932676465e-10,6.80643959944509e-11,"Rpsa/Sdcbp/Ppia/Hmgb1/Ptn/Ppp1ca/Igf2/Mmp14/Ctnna1/Itga5/Fbln5/Spp1/P4hb/Cd9/Fbln1/Cdh1/Thbs1/Itga4/Tenm2/Tenm3/Nrcam/Cdh2/Tnr/Tenm1/Grin2a/Dst/Cdh6/Itgb8/Dscam/Utrn/Ptprd/Nrxn1/Tenm4/Cdh8/Gsk3b/Tln2/Cntn1/Nrg1/Grin2b/Ank3/Ptprt/L1cam/Nlgn3/Cdh7/Nisch/Cdh13/Itga3/Cdh20/Ntng1/Nfasc/Clstn3/Neo1/Cd200/Ptprz1/Mypn/Anxa7/Ptprm/Nlgn1/Tjp1/Egfr/Lama3/Cdh10/Ptprf/Ctnnd1",64
"GO:0005261","GO:0005261","monoatomic cation channel activity","65/2311","322/28407",6.46246045578180e-12,3.71591476207454e-10,2.29247281431418e-10,"Kcnip2/Anxa2/Cacnb3/Trpc3/Kcnj14/Kcnj10/Tmco1/Kcnk1/Cacna2d1/Ryr2/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Slc24a2/Grin1/Kcnb2/Unc80/Cacna1c/Scn8a/Itpr1/Kcna3/Kcnj6/Cacnb2/Kcna2/Pkd1/Ryr3/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Slc24a4/Trpc5/Kcnj3/Pex5l/Scn3a/Grm7/Itpr2/Kcnd2/Trpm2/Trpc1/Kcnn2/Abcc8/Kcnc2/Scn7a/Kcng3/Kcnq2/Tmem63c/Trpm7/Scnn1a/Grik1/Grin3a/Grin2d/Abcc9/Tmem63b/Trpm3/Kcnc1/Hvcn1/Chrna7",65
"GO:0008066","GO:0008066","glutamate receptor activity","16/2311","27/28407",1.91832090119034e-11,1.05050906493757e-09,6.4809437965027e-10,"Grin2a/Grin1/Grm5/Grm1/Gria1/Grin2b/Grm2/Grm8/Grm7/Gria4/Grid1/Grik1/Grin3a/Grin2d/Gria3/Grid2",16
"GO:0015085","GO:0015085","calcium ion transmembrane transporter activity","37/2311","134/28407",2.13013445331494e-11,1.11347937332372e-09,6.86942881116877e-10,"Anxa2/Cacnb3/Trpc3/Ghitm/Tmco1/Cacna2d1/Atp2b4/Ryr2/Cacna1e/Cacna1b/Grin2a/Slc24a2/Grin1/Cacna1c/Slc8a2/Atp2b3/Itpr1/Slc8a1/Cacnb2/Pkd1/Ryr3/Ryr1/Grin2b/Rimbp2/Cacna1d/Slc24a4/Atp2b1/Trpc5/Grm7/Itpr2/Trpm2/Trpc1/Trpm7/Grin3a/Grin2d/Atp2a2/Trpm3",37
"GO:0016887","GO:0016887","ATP hydrolysis activity","58/2311","283/28407",4.62903710208731e-11,2.29069434365468e-09,1.41320639599382e-09,"Cct3/Cct5/Cct6a/Psmc6/Pfn2/Tor2a/Abce1/Xrcc6/Pex6/Atad1/Psmc1/Psmc5/Atp6v1g1/Cct8/Tor1a/Abcb1b/Eif4a2/Wrnip1/Smc6/Atp2b4/Chd6/Atp8a2/Abca8b/Kif1a/Nsf/Kif1b/Macf1/Chd8/Abcc1/Atp8a1/Dhx9/Abca5/Kif3c/Atf7ip/Srcap/Nvl/Nav3/Atp11b/Atp11a/Atp9b/Atp2b1/Atp13a3/Abca3/Abca2/Atp8b2/Abcc4/Vwa8/Rad50/Kif21a/Abcg4/Chd5/Atp1a3/Abcc9/Myh8/Atp2a2/Atad2/Rad54l2/Ddx39b",58
"GO:0003779","GO:0003779","actin binding","79/2311","448/28407",4.78057949980107e-11,2.29069434365468e-09,1.41320639599382e-09,"Tmsb4x/Arpc3/Tpm4/Tagln3/Arpc5/Pfn2/Ctnna1/Dstn/Capza2/Msrb1/Klhl1/Snca/Cnn2/Cfl2/P4hb/Spef1/Actr3/Med28/Tnnc1/Gmfb/Bin1/Evl/Kcnma1/Macf1/Dst/Gas7/Sptan1/Myh10/Map1b/Myo5a/Utrn/Plec/Mical3/Cacnb2/Myo16/Abi3bp/Ppp1r9a/Sptbn1/Tmod2/Tln2/Clasp2/Flnb/Map1a/Flii/Ncald/Trpc5/Myo5c/Wasf3/Syne1/Iqgap1/Jmy/Rusc1/Hip1/Hook1/Hdac6/Cyfip1/Sntb1/Fmn1/Ablim3/Daam1/Mypn/Trpm7/Neb/Scnn1a/Sntb2/Egfr/Fmn2/Myh8/Add2/Prkce/Homer2/Ssh2/Pstpip2/Myo18a/Tns1/Adcy8/Vps18/Enah/Wasf1",79
"GO:0030165","GO:0030165","PDZ domain binding","34/2311","121/28407",8.11044459155425e-11,3.73080451211496e-09,2.30165880198213e-09,"Cript/Gja1/Fzd7/Nkd1/Lpar1/Atp2b4/Dock4/Nsf/Cntnap2/Atp2b3/Cit/Gria1/Fzd3/Rapgef2/Cacna1d/Ccdc88c/L1cam/Apba1/Srr/Crim1/Atp2b1/Grip1/Acox1/Cntnap4/Grm7/Pten/Nos1ap/Sntb1/Erc1/Exoc4/Nlgn1/Kidins220/Lzts3/Grid2",34
"GO:0019843","GO:0019843","rRNA binding","25/2311","75/28407",4.81366706057234e-10,2.1291219690993e-08,1.31352696308735e-08,"Rpl7/Rpl6/Rpl12/Rps4x/Hmgb1/Rpl5/Rpl19/Rpl4/Rpl11/Rps3/Mrpl18/Rpl23a/Mrpl20/Npm1/Rps18/Mterf4/Rpl17/Mrps17/Imp3/Rpf1/Mrps6/Rpl9/Emg1/Rpl23/Rnasel",25
"GO:0005244","GO:0005244","voltage-gated monoatomic ion channel activity","44/2311","197/28407",5.82887624663129e-10,2.48266951245407e-08,1.53164233537212e-08,"Kcnip2/Cacnb3/Kcnj14/Kcnj10/Vdac3/Vdac2/Kcnk1/Cacna2d1/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Grin1/Kcnb2/Cacna1c/Scn8a/Kcna3/Kcnj6/Cacnb2/Kcna2/Clcn5/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Kcnj3/Scn3a/Grm7/Kcnd2/Kcnn2/Kcnc2/Kcng3/Kcnq2/Clcn6/Grin3a/Grin2d/Kcnc1/Hvcn1",44
"GO:0035254","GO:0035254","glutamate receptor binding","25/2311","76/28407",6.62085193699671e-10,2.71927847412365e-08,1.67761436298338e-08,"Calm2/Sdcbp/Neto2/Cabp1/Nsf/Grin2a/Grin1/Ptpn4/Gria1/Rasgrf1/Shisa7/Gsk3b/Grin2b/Map1a/Dnm3/Grip1/Nedd4/Shank1/Fus/Pten/Plcg1/Exoc4/Neto1/Camk2a/Homer2",25
"GO:0022832","GO:0022832","voltage-gated channel activity","44/2311","198/28407",6.9106584104341e-10,2.74043350758594e-08,1.69066561474867e-08,"Kcnip2/Cacnb3/Kcnj14/Kcnj10/Vdac3/Vdac2/Kcnk1/Cacna2d1/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Nalcn/Kcnh5/Grin1/Kcnb2/Cacna1c/Scn8a/Kcna3/Kcnj6/Cacnb2/Kcna2/Clcn5/Ryr1/Grin2b/Rimbp2/Cacna1d/Kcnq5/Kcnj3/Scn3a/Grm7/Kcnd2/Kcnn2/Kcnc2/Kcng3/Kcnq2/Clcn6/Grin3a/Grin2d/Kcnc1/Hvcn1",44
"GO:0022843","GO:0022843","voltage-gated monoatomic cation channel activity","35/2311","143/28407",2.57071889080612e-09,9.8544224147568e-08,6.07952467509939e-08,"Kcnip2/Cacnb3/Kcnj14/Kcnj10/Kcnk1/Cacna2d1/Kcnq3/Cacna1e/Kcnk9/Kcnh7/Kcnma1/Cacna1b/Grin2a/Kcnh5/Grin1/Kcnb2/Cacna1c/Kcna3/Kcnj6/Cacnb2/Kcna2/Ryr1/Rimbp2/Cacna1d/Kcnq5/Kcnj3/Grm7/Kcnd2/Kcnn2/Kcnc2/Kcng3/Kcnq2/Grin2d/Kcnc1/Hvcn1",35
"GO:0061629","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","66/2311","382/28407",4.30141844858786e-09,1.59568748899227e-07,9.84433288403469e-08,"Bud31/Smarcd3/Sra1/Hmgb1/Hdac2/Cry1/Hr/Mlx/Rbpj/Psma6/Fkbp4/Dnaja1/Snw1/Tfdp1/C1d/Npm1/Gtf2b/Rbx1/Smarce1/Med4/Rnf4/Pcna/Taf11/Atf4/Strn/Bcas3/Ncor1/Trp53bp1/Grm1/Nsd1/Dhx9/Cnot1/Spen/Gsk3b/Taf1/Crebbp/Prkdc/Ep300/Ncoa1/Med13/Pik3r1/Ptprt/Ppargc1b/Arnt2/Hdac9/Ddx5/Nrip1/Ets2/Hipk2/Prox1/Ar/Med12/Med1/Fus/Asxl1/Arid1a/Mef2c/Trip12/Trerf1/Lcor/Ncoa2/Arrb1/Zfp366/Ncoa6/Dnmt3a/Elk1",66
