"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099504","GO:0099504","synaptic vesicle cycle","75/2353","230/28891",1.50667507473229e-26,8.30177966177492e-24,5.2236208571819e-24,"Cplx3/Mff/Snap47/Atp6v1d/Cd24a/Rap1a/Atp6v1e1/Pfn2/Ap1s2/Atp6v1f/Sh3gl3/Snca/Stx4a/Atp6v1g1/Ap3s1/Dtnbp1/Rap1b/Tor1a/Syt4/Bin1/Lpar1/Tbc1d24/Cacna1e/Prepl/Pclo/Cdh2/Cacna1b/Syt1/Stx1b/Synj1/Sh3gl2/Snap91/Sv2b/Sv2a/Syt11/Bsn/Nrxn1/Cadps/Dnajc5/Sv2c/Rimbp2/Slc4a8/Dnm3/Nlgn3/Otof/Dgkq/Dnajc6/Stxbp5/Cplx2/Ap2b1/Itsn1/Stxbp1/Ap3b2/Itsn2/Stxbp5l/Dennd1a/Syt7/Dnm2/Magi2/Pten/Pcdh17/Cyfip1/Syt10/Scrn1/Dnm1/Cltc/Erc1/Nlgn1/Prrt2/Camk2a/Syn3/Atp2a2/Vps18/Dnm1l/Braf",75
"GO:0034329","GO:0034329","cell junction assembly","114/2353","481/28891",7.77952639995271e-26,3.92930912584278e-23,2.47238808307269e-23,"Tpbg/Sdcbp/Cript/S100a10/Cbln4/Rap1a/Rhoa/Gjb2/Cdc42/Cbln2/Mmp14/Psd/Ctnna1/Vmp1/Itga5/Ube2v2/Rac1/Snca/Rhoc/Cd9/Crk/Gja1/Actr3/Ephb1/Cdh1/Reln/Erbb4/Adgrl3/Mycbp2/Pclo/Cdh2/Macf1/Dst/Clasp1/Cdh6/Grin1/Cntnap2/Sdk2/Dock7/Slitrk1/Lrp1/Slit2/Ptprd/Bsn/Nrg3/Slitrk4/Nrxn3/Nrxn1/Plec/Lingo2/Gria1/Abi3bp/Ppp1r9a/Cdh8/Gsk3b/Rapgef2/Clstn2/Nrg1/Robo1/Nptx1/Clasp2/Gabrb2/Cntnap1/Fgf13/Pik3r1/Dnm3/Nlgn3/Cdh7/Nphp4/Farp1/Epha7/Eef2k/Eif4g1/Setd5/Plxnd1/Mecp2/Lzts1/Cdh13/Iqgap1/Cdh20/Mdga2/Nfasc/Clstn3/Magi2/Pten/Nrp1/Lrtm2/Gabra2/Pcdh17/Slitrk3/Mef2c/Fmn1/Cux2/Nlgn1/Tjp1/Lhfpl4/Lrrtm1/Lzts3/Ptprs/Lama3/Cdh10/Arhgef9/Nedd4l/Add2/Gabrb3/Clstn1/Agrn/Tbcd/Tns1/Lgi2/Tsc1/Grid2/Ctnnd1/Slk",114
"GO:0050767","GO:0050767","regulation of neurogenesis","114/2353","494/28891",8.6192169188213e-25,4.01854413422891e-22,2.52853626695462e-22,"Smarcd3/Ppp1cc/Rheb/S100a10/Bag1/Ryk/Ptn/Cd24a/Hdac2/Anxa2/Rpl4/Rnd2/Ctnna1/Xrcc2/Xrcc6/Snw1/Smo/Eif2b2/B2m/Stk25/Bmpr1a/Eif4g2/Actr3/Bmp7/Syt4/Pak1/Il34/Serpine2/Tnfrsf12a/Cdh1/Bin1/Hes5/Gpr37l1/Reln/Tbc1d24/Arhgap32/Cdkl5/Tnik/D130043K22Rik/Mtor/Tnr/Macf1/Map1b/Dscam/Plxna2/Dock7/Dicer1/Synj1/Epha4/Kit/Slitrk1/Snap91/Lrp1/Kalrn/Grm5/Slit2/Ptprd/Golga4/Cit/Tenm4/Map6/Robo2/Slit1/Sorl1/Spen/Dip2b/Gsk3b/Ep300/Sema5a/Fzd3/Rapgef2/Nrg1/Syngap1/Robo1/Opa1/Fgf13/Tiam1/Dcx/L1cam/Mfn2/Epha7/Eef2k/Grip1/Trpc5/Plxnd1/Mecp2/Plxna4/Sema3e/Sema6d/Prox1/Nf1/Hook3/Abcc8/Nr1d1/Pten/Man2a1/Zfyve27/Nrp1/Kdm4a/Nos1/Cyfip1/Plxna1/Ptprz1/Cux2/Slc7a5/Megf8/Egfr/Tsc2/Ptprs/Ptprf/Pcm1/Cul7/Dnm1l/Braf",114
"GO:0051962","GO:0051962","positive regulation of nervous system development","97/2353","391/28891",1.01599567801068e-23,4.39853557458766e-21,2.76763333942307e-21,"Tpbg/Smarcd3/Ppp1cc/Rheb/Bag1/Ptn/Hdac2/Rpl4/Cbln2/Rnd2/Xrcc2/Xrcc6/Snw1/Ube2v2/Smo/Eif2b2/Stk25/Eif4g2/Actr3/Ephb1/Pak1/Il34/Serpine2/Tnfrsf12a/Bin1/Reln/Tbc1d24/Arhgap32/Cdkl5/Adgrl3/Tnik/Mtor/Macf1/Map1b/Dscam/Plxna2/Dicer1/Synj1/Epha4/Kit/Slitrk1/Snap91/Lrp1/Kalrn/Grm5/Slit2/Ptprd/Slitrk4/Nrxn1/Golga4/Lingo2/Tenm4/Map6/Robo2/Spen/Gsk3b/Ep300/Sema5a/Fzd3/Clstn2/Nrg1/Robo1/Opa1/Pik3r1/Tiam1/Dcx/L1cam/Nlgn3/Mfn2/Eef2k/Grip1/Trpc5/Plxnd1/Mecp2/Plxna4/Clstn3/Man2a1/Zfyve27/Nrp1/Lrtm2/Slitrk3/Cyfip1/Plxna1/Ptprz1/Cux2/Slc7a5/Nlgn1/Megf8/Egfr/Lrrtm1/Ptprf/Clstn1/Agrn/Cul7/Dnm1l/Grid2/Braf",97
"GO:0048813","GO:0048813","dendrite morphogenesis","64/2353","192/28891",1.91223653880496e-23,7.72671044113122e-21,4.86177752988797e-21,"Tpbg/Ptn/Cdc42/Nsmf/Rac1/Actr3/Dtnbp1/Ephb1/Reln/Tbc1d24/Cdkl5/Tnik/Kif1a/Dscam/Grin1/Cntnap2/Epha4/Celsr2/Kalrn/Ptprd/Cit/Map6/Abi3bp/Ppp1r9a/Gsk3b/Tanc2/Rapgef2/Robo1/Opa1/Tiam1/Dnm3/Epha5/Dcx/Nlgn3/Kndc1/Farp1/Mfn2/Eef2k/Grip1/Nedd4/Tet1/Trpc5/Klf7/Shank1/Lzts1/Ube3a/Pten/Nrp1/Hecw1/Hdac6/Hecw2/Ptprz1/Abl2/Cux2/Nlgn1/Kidins220/Lzts3/Sarm1/Camk2a/Ptprf/Nedd4l/Cul7/Dnm1l/Chrna7",64
"GO:1990778","GO:1990778","protein localization to cell periphery","97/2353","400/28891",6.12960984678994e-23,2.32197283008711e-20,1.46102476808684e-20,"Bbip1/Tpbg/Vti1b/Ift20/Snap47/S100a10/Rap1a/Atp1b3/Neto2/Anxa2/Gnai1/Cacnb3/Mmp14/Golga7/Bsg/Tmem59/Arl6ip5/Arl6/Rac1/Snca/Rab31/Stx8/Stx4a/Rab12/Sacm1l/Actr3/Blzf1/Commd1/Cdh1/Scp2/Atp2b4/Nbea/Prepl/Erbb4/Tnik/Cdh2/Nsf/Kif1b/Grin2a/Zdhhc22/Macf1/Lrrc7/Grin1/Hectd1/Myo5a/Kcnb2/Stx1b/Lrp1/Kalrn/Wdr19/Rab11fip2/Nrxn3/Nrxn1/Golga4/Cacnb2/Sorl1/Sptbn1/Gsk3b/Rapgef2/Dpp6/Nptx1/Clasp2/Gpr158/Ank3/Rapgef6/Efr3b/Fgf13/Pik3r1/Zdhhc23/Sec16a/Wdr59/Iqsec2/Grip1/Eif4g1/Clip1/Itga3/Stxbp1/Abca2/Ar/Nfasc/Ank2/Magi2/Zfyve27/Ptch1/Rab3c/Map7/Cltc/Lhfpl4/Tub/Adcy6/Egfr/C2cd5/Tsc2/Neto1/Camk2a/Clstn1/Numa1",97
"GO:0007612","GO:0007612","learning","63/2353","192/28891",1.09949014935908e-22,3.92000576192082e-20,2.46653424837644e-20,"Tpbg/Ift20/Ptn/Ap1s2/Tac1/Atad1/Vdac3/Pak1/Gmfb/Reln/Cacna1e/Mtor/Zzef1/Csmd1/Tnr/Htt/Grin2a/Slc24a2/Dgki/Grin1/Cntnap2/Synj1/Kit/Cacna1c/Slc8a2/Kalrn/Syt11/Grm5/Nrxn3/Nrxn1/Atp8a1/Clstn2/Syngap1/Grin2b/Fgf13/Map1a/Nlgn3/Mecp2/Grm7/Shank1/Slc6a1/Ddhd2/Nf1/Ube3a/Abcc8/Clstn3/Tbr1/Kcnq2/B3gat1/Abl2/Kmt2a/Slc12a5/Atp1a3/Neto1/Aaas/Gabrb3/Peg13/Ntsr1/Neurod2/Tsc1/Ckap5/Braf/Chrna7",63
"GO:0002181","GO:0002181","cytoplasmic translation","54/2353","148/28891",4.1857715744217e-22,1.40944230625388e-19,8.86845053457884e-20,"Rpl7/Rpl18a/Rpsa/Rpl6/Cnbp/Rpl12/Rpl15/Rps4x/Eif2s2/Eif3i/Rpl5/Rps24/Rpl19/Rps7/Rpl31/Eif4a1/Rpl4/Rps15a/Paip1/Rpl21/Rwdd1/Rpl11/Rps3/Rps27a/Rpl18/Rpl32/Rpl23a/Ftsj1/Rps25/Rpl27/Rpl22/Ncbp2/Rpl7a/Rpl13a/Rps14/Rpl27a/Rps18/Sh3bgrl/Ybx1/Rpl17/Rpl10a/Rpl24/Eif3m/Rpl9/Eif4a2/Rpl23/Uba52/Rps12/Drg2/Cpeb1/Cpeb4/Dhx9/Cpeb3/Ckap5",54
"GO:0016050","GO:0016050","vesicle organization","86/2353","359/28891",4.05230965090644e-20,1.29268677863916e-17,8.133804911487e-18,"Cplx3/Sdcbp/Yipf5/Vti1b/Chmp5/Snap47/S100a10/Pla2g5/Bet1/Atp6v1d/Sar1b/Atp6v1e1/Chmp1b/Chmp3/Sphk1/Vapa/Sec13/Sar1a/Ap1s2/Trappc6a/Rab5c/Pdcd6/Gosr2/Atp6v1f/Trappc2/Snca/Snx3/Stx8/Stx4a/Rab12/Atp6v1g1/Ap3s1/Ap1s1/Dtnbp1/Insig1/Arfgap2/Syt4/Tsg101/Trappc2l/Trappc6b/Serpine2/Srgn/Bloc1s2/Cacna1b/Lyst/Vps13b/Syt1/Stx1b/Synj1/Snap91/Syt11/Als2/Cadps/Rimbp2/Sort1/Arfgef2/Dnm3/Sec16a/Dnajc13/Cplx2/Stxbp1/Tgfbrap1/Ap3b2/Vps8/Syt7/Gbf1/AU040320/Mia3/Hook3/Hook1/Sec31a/Stx17/Slc9a8/Dnm1/Ap1g1/Erc1/Trappc10/C2cd5/Prrt2/Usp8/Tom1/Trappc11/Myo18a/Stx16/Vps18/Snx19",86
"GO:0007626","GO:0007626","locomotory behavior","72/2353","273/28891",1.50435795321581e-19,4.55895677722051e-17,2.86857308657941e-17,"Ndufs4/Uchl3/Klhl1/Ntan1/Snca/Kcnj10/Gmfb/Pex13/Reln/Cacna1e/Adgrl3/Mtor/Tnr/Kcnma1/Cacna1b/Htt/Grin2a/Strn/Chl1/Dscam/Grin1/Cntnap2/Nav2/Myo5a/Ncor1/Epha4/Cacna1c/Kalrn/Grm5/Aplp2/Scn8a/Grm1/Als2/Vps13a/Lsamp/Astn1/Cntn1/Nrg1/Apba1/Sobp/Sez6l/Usp2/Mecp2/Kcnd2/Ddhd2/Abca2/Hipk2/Slc4a10/Agtpbp1/Atg7/Ube3a/Pten/Gaa/Ciart/Pum1/Abl2/Sez6l2/Ncoa2/Apba2/Lrrtm1/Grin2d/Atp1a3/Pcdh15/Oprd1/Ankfn1/Sez6/Prkce/Alk/Ntsr1/Adcy8/Tsc1/Ckap5",72
"GO:0060996","GO:0060996","dendritic spine development","48/2353","134/28891",2.02267324914922e-19,5.83782026813973e-17,3.67325573015922e-17,"Hdac2/Cdc42/Rac1/Eif4g2/Actr3/Dtnbp1/Ephb1/Pak1/Camk1/Lpar1/Reln/Cdkl5/Mtor/Kif1a/Cntnap2/Epha4/Kalrn/Abi3bp/Ppp1r9a/Crebbp/Tanc2/Opa1/Tiam1/Dnm3/Cpeb3/Epha5/Nlgn3/Mfn2/Eef2k/Mecp2/Shank1/Itsn1/Ube3a/Pten/Hdac6/Mef2c/Cux2/Slc12a5/Grin3a/Nlgn1/Tsc2/Lzts3/Ptprs/Camk2a/Iqsec1/Arid1b/Dnm1l/Sdk1",48
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","89/2353","393/28891",4.59506087361147e-19,1.26593927067996e-16,7.96550504549969e-17,"Aebp1/Tmsb4x/S100a10/Arpc3/Rhoa/Hdac2/Pfdn4/Arpc5/Cdc42/Pfn2/Rps3/Tac1/Arfip2/Fkbp4/Arfip1/Dstn/Capza2/Brk1/Vbp1/Rac1/Snca/Rhoc/Cfl2/Gja1/Spef1/Actr3/Mid1ip1/Pak1/Cdc42ep4/Gmfb/Bin1/Evl/Lpar1/Mtor/Akap9/Tenm1/Clasp1/Sptan1/Map1b/Rictor/Apc/Slit2/Cit/Ppp1r9a/Sptbn1/Nav3/Tmod2/Ep300/Sema5a/Cyfip2/Gda/Clasp2/Ttbk2/Fgf13/Pik3r1/Map1a/Htr1a/Flii/Mfn2/Ppm1e/Pde4dip/Mecp2/Wasf3/Apc2/Shank1/Clip1/Prox1/Nrp1/Hdac6/Taok1/Cyfip1/Mef2c/Fmn1/Tjp1/Camsap2/Arfgef1/Alms1/Usp8/Add2/Prkce/Ssh2/Tbcd/Numa1/Camsap1/Tsc1/Ckap5/Braf/Chrna7/Wasf1",89
"GO:0006836","GO:0006836","neurotransmitter transport","64/2353","230/28891",8.0800709800109e-19,2.12927435694983e-16,1.3397756137565e-16,"Cplx3/Snap47/Rap1a/Sphk1/Pfn2/Arl6ip5/Snca/Stx4a/Kcnj10/Slc6a12/Slc6a13/Dtnbp1/Rap1b/Tor1a/Slc18b1/Syt4/Pak1/Cacna1e/Prepl/Pclo/Cacna1b/Syt1/Dgki/Stx1b/Synj1/Snap91/Sv2b/Sv2a/Syt11/Nrxn3/Nrxn1/Ppp1r9a/Cadps/Sv2c/Rimbp2/Gpr158/Slc4a8/Slc6a7/Otof/Grm8/Stxbp5/Cplx2/Slc6a1/Stxbp1/Stxbp5l/Syt7/Nf1/Abcc8/Gabra2/Nos1/Mef2c/Slc6a17/Syt10/Slc6a6/Erc1/Nlgn1/Mctp1/Prrt2/Camk2a/Syn3/Atp2a2/Vps18/Dnm1l/Braf",64
